Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,First_diff,Nifty_Open,Nifty_High,Nifty_Low,Nifty_Close
15-05-2002,RELIANCE,EQ,283.7,284.7,287,280.2,283.5,282.9,283.04,1085180,3.07E+13,-1.45,1115.15,1121.50,1102.65,1107.80
16-05-2002,RELIANCE,EQ,282.9,284,284.3,275.15,278,277.9,278.95,1334319,3.72E+13,-4.09,1108.25,1111.25,1089.85,1092.80
17-05-2002,RELIANCE,EQ,277.9,279,287.45,275.6,282,280.8,281.46,2884504,8.12E+13,2.51,1092.8,1099.75,1079.95,1090.60
20-05-2002,RELIANCE,EQ,280.8,289.7,289.8,272.5,273.45,276.2,279.65,2433608,6.81E+13,-1.81,1091.7,1097.95,1071.35,1074.30
21-05-2002,RELIANCE,EQ,276.2,272.6,273.35,248.6,263.05,262.25,260.74,5668316,1.48E+14,-18.91,1074.75,1074.85,1028.25,1049.20
22-05-2002,RELIANCE,EQ,262.25,261.45,262.5,255,258.6,258.75,258.48,2119125,5.48E+13,-2.26,1049.5,1050.90,1035.50,1045.30
23-05-2002,RELIANCE,EQ,258.75,258,259.8,250.7,253.2,254.05,254.24,2037466,5.18E+13,-4.24,1045.2,1045.35,1024.30,1026.70
24-05-2002,RELIANCE,EQ,254.05,260.3,274,260.3,273.7,270.6,266.64,3191087,8.51E+13,12.4,1026.9,1069.20,1026.90,1067.00
27-05-2002,RELIANCE,EQ,270.6,274.7,274.7,265.1,269.3,269.35,269.43,1792360,4.83E+13,2.79,1067,1071.50,1054.10,1062.70
28-05-2002,RELIANCE,EQ,269.35,267.8,267.8,258.1,260.6,260,261.8,2367956,6.20E+13,-7.63,1061.9,1062.30,1034.10,1038.20
29-05-2002,RELIANCE,EQ,260,275,275,257.25,264.85,265.3,263.16,1763694,4.64E+13,1.36,1038.2,1047.95,1026.50,1041.60
30-05-2002,RELIANCE,EQ,265.3,260.35,269.65,260.35,260.8,261.45,264.91,2171241,5.75E+13,1.75,1041.4,1049.95,1030.10,1032.10
31-05-2002,RELIANCE,EQ,261.45,262.9,266,255.7,265.45,263.5,260.19,2155713,5.61E+13,-4.72,1032.5,1037.70,1020.10,1028.80
03-06-2002,RELIANCE,EQ,263.5,267.55,271.95,262.2,269.5,270.35,268.18,2655047,7.12E+13,7.99,1029.25,1047.25,1029.25,1039.70
04-06-2002,RELIANCE,EQ,270.35,270.5,274.9,268.1,272.6,273,273.03,2121095,5.79E+13,4.85,1040.15,1047.40,1036.55,1045.40
05-06-2002,RELIANCE,EQ,273,273,277.5,272,273.2,274.4,274.33,1892112,5.19E+13,1.3,1045.55,1067.50,1045.00,1064.20
06-06-2002,RELIANCE,EQ,274.4,275,277,270.4,276.05,275.25,273.69,1813422,4.96E+13,-0.64,1064.15,1072.00,1055.50,1064.30
07-06-2002,RELIANCE,EQ,275.25,274,275.95,271.25,275,274.75,273.53,1637171,4.48E+13,-0.16,1063.75,1063.75,1044.35,1048.80
10-06-2002,RELIANCE,EQ,274.75,277.1,285,277.1,283.6,283.9,281.68,1902815,5.36E+13,8.15,1049.95,1072.50,1049.95,1069.90
11-06-2002,RELIANCE,EQ,283.9,288,291.4,286.65,288.2,289.2,289.06,2227622,6.44E+13,7.38,1070.95,1099.50,1070.55,1097.00
12-06-2002,RELIANCE,EQ,289.2,288.45,288.45,284.4,286.3,286.3,286.47,1101660,3.16E+13,-2.59,1097.15,1100.45,1088.50,1092.80
13-06-2002,RELIANCE,EQ,286.3,287,288.95,284,284.5,284.55,285.72,830285,2.37E+13,-0.75,1093,1102.05,1080.80,1082.80
14-06-2002,RELIANCE,EQ,284.55,283.9,284,279.4,281.6,281.85,281.6,1292335,3.64E+13,-4.12,1081.75,1087.60,1079.45,1085.70
17-06-2002,RELIANCE,EQ,281.85,285.9,285.9,282.5,285.4,284.9,284.2,789432,2.24E+13,2.6,1085.8,1097.55,1085.70,1088.90
18-06-2002,RELIANCE,EQ,284.9,286,289,282.3,282.5,283.35,286,830006,2.37E+13,1.8,1088.9,1097.40,1073.75,1074.90
19-06-2002,RELIANCE,EQ,283.35,283,288.8,278.95,286,286.65,283.35,2461685,6.98E+13,-2.65,1074.7,1079.20,1056.45,1062.90
20-06-2002,RELIANCE,EQ,286.65,286.9,288.3,283.4,285.65,286.55,286.36,1225916,3.51E+13,3.01,1063.1,1074.00,1056.25,1070.00
21-06-2002,RELIANCE,EQ,286.55,287,287,281.95,284,283.9,284.19,826145,2.35E+13,-2.17,1069.5,1069.80,1058.95,1062.50
24-06-2002,RELIANCE,EQ,283.9,285,285,281.15,284,283.8,282.9,755322,2.14E+13,-1.29,1065.6,1065.60,1054.45,1061.80
25-06-2002,RELIANCE,EQ,283.8,277,281.6,268,271.6,272.8,273.36,10139829,2.77E+14,-9.54,1061.9,1063.30,1048.55,1055.40
26-06-2002,RELIANCE,EQ,272.8,270,271.4,265,265.8,267.05,268.37,3140371,8.43E+13,-4.99,1055.35,1061.05,1042.20,1044.20
27-06-2002,RELIANCE,EQ,267.05,269.5,273.3,266.05,271.1,271.75,270.51,2869574,7.76E+13,2.14,1044.5,1053.70,1044.00,1048.50
28-06-2002,RELIANCE,EQ,271.75,272,272,267.55,269.6,269.4,269.29,1805866,4.86E+13,-1.22,1049.4,1068.90,1049.40,1057.80
01-07-2002,RELIANCE,EQ,269.4,270.05,274,268.55,272,271.7,270.5,870456,2.35E+13,1.21,1058,1070.15,1058.00,1068.90
02-07-2002,RELIANCE,EQ,271.7,271.1,271.95,266.35,267.85,267.1,268.78,961467,2.58E+13,-1.72,1067.9,1071.70,1064.95,1068.00
03-07-2002,RELIANCE,EQ,267.1,267,273,266.1,267.15,268.15,269.71,2370174,6.39E+13,0.93,1067.8,1074.00,1065.55,1069.90
04-07-2002,RELIANCE,EQ,268.15,269,270.95,266.5,267.5,267,268.59,1034747,2.78E+13,-1.12,1069.95,1078.55,1068.40,1070.50
05-07-2002,RELIANCE,EQ,267,268,268.8,262.25,263.75,263.3,264.97,2140759,5.67E+13,-3.62,1071,1076.20,1067.45,1073.80
08-07-2002,RELIANCE,EQ,263.3,260,273.8,260,270.7,271.85,271.13,4601204,1.25E+14,6.16,1074,1085.30,1072.90,1082.00
09-07-2002,RELIANCE,EQ,271.85,272.05,278.6,270.1,276.7,276.9,275.12,3660312,1.01E+14,3.99,1081.9,1083.65,1077.55,1080.30
10-07-2002,RELIANCE,EQ,276.9,274,278.95,274,277.2,277.35,277.03,2715701,7.52E+13,1.91,1081.55,1087.40,1069.45,1071.70
11-07-2002,RELIANCE,EQ,277.35,276,276.6,264.7,265.7,265.65,270.19,2568911,6.94E+13,-6.84,1070.95,1070.95,1055.30,1056.60
12-07-2002,RELIANCE,EQ,265.65,268.5,269.35,264.35,265.7,265.3,266.47,1557646,4.15E+13,-3.72,1057.1,1064.90,1054.90,1058.20
15-07-2002,RELIANCE,EQ,265.3,267,267,260,266.2,265.85,264.8,1056344,2.80E+13,-1.67,1057.95,1058.45,1043.30,1048.00
16-07-2002,RELIANCE,EQ,265.85,266,267.3,256.1,257.1,257.9,261.26,2256701,5.90E+13,-3.54,1047.9,1051.85,1033.95,1035.90
17-07-2002,RELIANCE,EQ,257.9,257.25,258.5,251.8,253.3,253.9,254.72,3721631,9.48E+13,-6.54,1035.95,1037.50,1025.00,1032.50
18-07-2002,RELIANCE,EQ,253.9,255,260.4,254.15,260.1,259.35,256.89,1784020,4.58E+13,2.17,1032.55,1044.00,1032.55,1041.30
19-07-2002,RELIANCE,EQ,259.35,256,262.35,256,258.65,259.8,260.52,2267280,5.91E+13,3.63,1041.35,1041.50,1032.25,1035.90
22-07-2002,RELIANCE,EQ,259.8,257,257.9,254,256.2,256.8,255.8,1400428,3.58E+13,-4.72,1035.2,1035.20,1009.00,1012.00
23-07-2002,RELIANCE,EQ,256.8,254.6,259.8,252.7,257,256.75,256.17,2323311,5.95E+13,0.37,1012.05,1023.65,1005.75,1021.90
24-07-2002,RELIANCE,EQ,256.75,256.5,256.9,250.1,251.3,251.55,253,2198390,5.56E+13,-3.17,1021.8,1022.20,1001.90,1004.00
25-07-2002,RELIANCE,EQ,251.55,255,259.65,250.05,251.25,251.8,256.11,6039297,1.55E+14,3.11,1004.2,1021.30,997.85,1001.50
26-07-2002,RELIANCE,EQ,251.8,251.9,251.9,243.9,246,245.4,247.17,2916772,7.21E+13,-8.94,1001.05,1001.05,972.55,973.50
29-07-2002,RELIANCE,EQ,245.4,244.55,250.55,238.8,248.95,247.75,244.14,4331956,1.06E+14,-3.03,973,977.95,953.15,971.65
30-07-2002,RELIANCE,EQ,247.75,251.4,252.8,245.3,246.9,246.8,249.44,3108870,7.75E+13,5.3,973,987.50,956.80,960.65
31-07-2002,RELIANCE,EQ,246.8,244.95,247.75,241.05,245.7,244.35,244.31,3412258,8.34E+13,-5.13,960.3,964.10,943.60,958.90
01-08-2002,RELIANCE,EQ,244.35,246.5,249,242.75,243.5,245.05,245.63,1950796,4.79E+13,1.32,959.2,972.05,954.15,957.70
02-08-2002,RELIANCE,EQ,245.05,242.1,244.5,239.05,244.05,242.85,242.1,1987066,4.81E+13,-3.53,957.55,957.55,935.55,954.75
05-08-2002,RELIANCE,EQ,242.85,245,245.6,241.8,243,243.95,243.94,2169109,5.29E+13,1.84,954.9,966.50,953.90,963.25
06-08-2002,RELIANCE,EQ,243.95,243,243.95,240.6,241.5,241.55,242.24,1681055,4.07E+13,-1.7,963.3,969.55,955.40,966.65
07-08-2002,RELIANCE,EQ,241.55,244,246.85,239.7,240.5,241.25,243.87,2468829,6.02E+13,1.63,967.7,978.60,966.55,969.10
08-08-2002,RELIANCE,EQ,241.25,241.75,242.7,231.35,232.2,233.15,236.39,3662096,8.66E+13,-7.48,969.15,971.75,951.20,953.55
09-08-2002,RELIANCE,EQ,233.15,234.1,235.65,229.6,235.5,234.65,232.99,3369119,7.85E+13,-3.4,953.8,963.85,948.00,961.95
12-08-2002,RELIANCE,EQ,234.65,237.75,243.3,234.3,240.7,240.95,239.64,4440241,1.06E+14,6.65,961.15,971.55,961.15,969.85
13-08-2002,RELIANCE,EQ,240.95,242.5,244,241.3,242.5,242.55,242.82,1554070,3.77E+13,3.18,970.4,977.20,969.90,976.05
14-08-2002,RELIANCE,EQ,242.55,242.1,243.5,238.15,238.65,238.55,240.04,2417646,5.80E+13,-2.78,976.05,976.25,967.25,969.65
16-08-2002,RELIANCE,EQ,238.55,241,243.9,240.3,243,242.8,242.47,1975544,4.79E+13,2.43,970.75,981.20,968.35,979.25
19-08-2002,RELIANCE,EQ,242.8,244.1,246.7,244.1,245.75,245.25,245.54,2054911,5.05E+13,3.07,979.4,983.55,978.20,979.85
20-08-2002,RELIANCE,EQ,245.25,246.5,250.5,245.4,249.5,248.9,248.72,3269448,8.13E+13,3.18,979.75,990.85,979.05,988.55
21-08-2002,RELIANCE,EQ,248.9,249.05,251.05,244.8,245.3,245.2,247.23,1991301,4.92E+13,-1.49,988.6,994.25,984.35,988.45
22-08-2002,RELIANCE,EQ,245.2,247,249.4,246,247.3,247.65,247.89,1792486,4.44E+13,0.66,988.55,995.30,983.45,985.70
23-08-2002,RELIANCE,EQ,247.65,249.9,250.45,246.6,249.15,249.75,248.74,1411719,3.51E+13,0.85,985.75,996.40,984.70,995.20
26-08-2002,RELIANCE,EQ,249.75,250.05,252.8,249.2,250.45,250.95,251.18,1648160,4.14E+13,2.44,992.4,1001.45,986.15,998.85
27-08-2002,RELIANCE,EQ,250.95,260,260,246,247,246.6,249.08,1337440,3.33E+13,-2.1,998.85,1003.30,985.70,987.70
28-08-2002,RELIANCE,EQ,246.6,245.5,247,244.2,246,245.7,245.43,956877,2.35E+13,-3.65,987.35,988.10,981.10,985.70
29-08-2002,RELIANCE,EQ,245.7,245,250,244.6,249.55,249.6,248.08,2058052,5.11E+13,2.65,985.85,989.40,981.45,987.25
30-08-2002,RELIANCE,EQ,249.6,250.7,256.4,249,255.3,255.5,254.24,3381295,8.60E+13,6.16,987.65,1012.75,986.70,1010.60
02-09-2002,RELIANCE,EQ,255.5,260,268,260,265.3,265.25,265.26,4126554,1.09E+14,11.02,1010.9,1024.65,1010.85,1013.50
03-09-2002,RELIANCE,EQ,265.25,266.4,266.9,261.1,265.85,264.3,263.29,2146322,5.65E+13,-1.97,1013.65,1014.80,999.40,1001.10
04-09-2002,RELIANCE,EQ,264.3,262,270.95,261,268.75,269.3,267.8,4934888,1.32E+14,4.51,1000.7,1008.80,990.85,1006.90
05-09-2002,RELIANCE,EQ,269.3,270,270.85,265,265,265.95,267.41,2123615,5.68E+13,-0.39,1006.9,1013.45,1004.20,1008.60
06-09-2002,RELIANCE,EQ,265.95,266,268.4,263.25,266.2,265.65,265.75,2514536,6.68E+13,-1.66,1008.45,1008.45,992.70,995.20
09-09-2002,RELIANCE,EQ,265.65,264.9,266,257.75,260.65,260.95,261.67,2470540,6.46E+13,-4.08,992.05,1005.85,985.25,998.55
11-09-2002,RELIANCE,EQ,260.95,261,262.1,256.5,257.25,257.4,258.24,2066219,5.34E+13,-3.43,998.6,1002.35,993.35,998.85
12-09-2002,RELIANCE,EQ,257.4,257.8,263.65,257.5,260.45,260.5,261.02,2786878,7.27E+13,2.78,998.95,1005.15,998.80,1001.60
13-09-2002,RELIANCE,EQ,260.5,261.15,264.95,257.7,258.9,259,261.47,3702270,9.68E+13,0.45,1001.4,1001.40,989.85,992.00
16-09-2002,RELIANCE,EQ,259,260,261.2,257,257.9,258.05,258.84,2115338,5.48E+13,-2.63,991.75,997.00,983.55,985.75
17-09-2002,RELIANCE,EQ,258.05,258.25,262.95,258.25,262.3,261.6,260.31,1336037,3.48E+13,1.47,985.75,996.80,985.75,994.90
18-09-2002,RELIANCE,EQ,261.6,260,261.8,258,258.5,258.65,259.84,1227802,3.19E+13,-0.47,994.15,994.15,981.60,983.60
19-09-2002,RELIANCE,EQ,258.65,259.45,259.45,255.5,258.95,258.1,257.42,1510321,3.89E+13,-2.42,983.45,985.25,970.80,976.05
20-09-2002,RELIANCE,EQ,258.1,255,257.4,253.05,255.6,255.5,256.05,1757760,4.50E+13,-1.37,975.6,975.60,960.70,969.60
23-09-2002,RELIANCE,EQ,255.5,257,261.95,255,261.15,260,257.62,1821705,4.69E+13,1.57,969.85,974.75,967.35,970.30
24-09-2002,RELIANCE,EQ,260,259,261.3,254.3,256,255.5,257.45,2417212,6.22E+13,-0.17,969.95,969.95,960.20,966.20
25-09-2002,RELIANCE,EQ,255.5,254.1,255.95,252,255.9,255.35,254.15,1211786,3.08E+13,-3.3,964.65,971.85,960.50,970.05
26-09-2002,RELIANCE,EQ,255.35,257,257.1,254.75,255.5,255.7,255.88,584209,1.49E+13,1.73,970.1,976.25,968.25,969.90
27-09-2002,RELIANCE,EQ,255.7,255.75,259.5,253.8,258.3,257.95,256.6,1865491,4.79E+13,0.72,969.95,978.00,969.25,976.45
30-09-2002,RELIANCE,EQ,257.95,257.25,260,257.1,258,258.05,258.32,2254774,5.82E+13,1.72,976.15,976.15,961.55,963.15
01-10-2002,RELIANCE,EQ,258.05,256.1,257.5,249.05,249.5,250,252.3,2075680,5.24E+13,-6.02,961.15,964.20,950.30,955.20
03-10-2002,RELIANCE,EQ,250,249,249.5,240.5,241.6,242.1,243.09,4891437,1.19E+14,-9.21,955.35,957.90,945.80,948.20
04-10-2002,RELIANCE,EQ,242.1,241.1,241.85,235.05,235.3,236.15,237.99,3961069,9.43E+13,-5.1,948.1,951.80,944.50,948.20
07-10-2002,RELIANCE,EQ,236.15,235,241.65,234.6,239.3,240.15,239.37,2026576,4.85E+13,1.38,947.8,956.35,946.25,954.75
08-10-2002,RELIANCE,EQ,240.15,240.65,243.8,239.8,242,242.35,242.12,1331793,3.22E+13,2.75,954.8,963.15,952.50,960.80
09-10-2002,RELIANCE,EQ,242.35,242.75,243.4,237.7,238.1,238.4,240.15,1444782,3.47E+13,-1.97,960.85,968.75,952.95,954.75
10-10-2002,RELIANCE,EQ,238.4,237,239.4,235.25,237.2,236.9,237.46,1495105,3.55E+13,-2.69,954.8,960.45,945.00,958.45
11-10-2002,RELIANCE,EQ,236.9,251,251,238.1,239.3,239.6,240.13,1287555,3.09E+13,2.67,958.45,973.50,958.45,971.05
14-10-2002,RELIANCE,EQ,239.6,241,243.4,240,241.9,242.2,241.76,1047072,2.53E+13,1.63,971.5,976.50,969.00,972.45
16-10-2002,RELIANCE,EQ,242.2,243.5,247.25,242.8,243.5,244.2,245.32,1966995,4.83E+13,3.56,972.9,983.60,971.70,973.60
17-10-2002,RELIANCE,EQ,244.2,243.5,244.8,241.65,243.6,243.65,243.1,1207311,2.93E+13,-2.22,973.7,976.05,966.55,973.30
18-10-2002,RELIANCE,EQ,243.65,244.7,247.35,241.55,242.3,242.9,244.88,1421229,3.48E+13,1.78,973.8,982.50,968.80,971.65
21-10-2002,RELIANCE,EQ,242.9,244,244.2,241.2,242.1,242.15,242.44,792887,1.92E+13,-2.44,971.75,976.20,965.65,967.35
22-10-2002,RELIANCE,EQ,242.15,243.1,243.3,239.05,240.35,239.95,240.98,1114776,2.69E+13,-1.46,967.5,976.35,961.65,962.50
23-10-2002,RELIANCE,EQ,239.95,237.8,237.8,235.4,235.6,235.95,236.67,1364316,3.23E+13,-4.31,962.9,963.75,955.45,957.35
24-10-2002,RELIANCE,EQ,235.95,235,237,229.1,229.35,229.9,232.08,2871456,6.66E+13,-4.59,957.7,959.80,945.00,946.90
25-10-2002,RELIANCE,EQ,229.9,229.5,230.9,221.55,223.55,223.05,224.8,4726002,1.06E+14,-7.28,946.8,946.80,929.25,932.20
28-10-2002,RELIANCE,EQ,223.05,222.8,224.6,218.05,218.65,219.8,221.6,2880309,6.38E+13,-3.2,932.35,934.90,920.10,922.70
29-10-2002,RELIANCE,EQ,219.8,225.5,232.5,224.1,231,230.55,229.05,5708486,1.31E+14,7.45,922.55,939.70,921.65,936.90
30-10-2002,RELIANCE,EQ,230.55,232.6,235.9,232.6,235,234.4,234.24,3855740,9.03E+13,5.19,936.15,944.35,935.90,937.75
31-10-2002,RELIANCE,EQ,234.4,237.05,269.4,237.05,266,265.5,253.82,36393864,9.24E+14,19.58,937.35,953.30,937.05,951.40
01-11-2002,RELIANCE,EQ,265.5,265.8,267.7,251.75,256.9,257.75,257.42,22687604,5.84E+14,3.6,951.45,956.95,946.40,951.45
04-11-2002,RELIANCE,EQ,257.75,263.05,264.3,260.3,262.75,263.25,263.06,5166758,1.36E+14,5.64,951.6,965.50,951.60,962.10
05-11-2002,RELIANCE,EQ,263.25,265,265,259.7,262.3,261.2,261.82,5126794,1.34E+14,-1.24,962.85,963.70,957.20,962.30
07-11-2002,RELIANCE,EQ,261.2,263.5,271.35,257.6,258,259.65,264.41,8984720,2.38E+14,2.59,962.35,970.20,957.95,960.70
08-11-2002,RELIANCE,EQ,259.65,254,262.15,254,257.7,258,259.31,6836817,1.77E+14,-5.1,960.5,960.95,954.35,956.95
11-11-2002,RELIANCE,EQ,258,258,258.4,254.55,256,256,256.12,2908551,7.45E+13,-3.19,957.55,958.55,952.10,954.05
12-11-2002,RELIANCE,EQ,256,254,261.7,253.65,261.7,260.8,258.93,5578331,1.44E+14,2.81,953.9,960.85,948.05,959.85
13-11-2002,RELIANCE,EQ,260.8,269.75,269.75,260.4,262.25,262.85,263.46,8159262,2.15E+14,4.53,960.35,965.75,956.90,962.65
14-11-2002,RELIANCE,EQ,262.85,263.5,265.7,262.25,265.4,264.9,264.19,5058403,1.34E+14,0.73,964.15,974.10,963.50,971.90
15-11-2002,RELIANCE,EQ,264.9,267.1,269.5,266.1,268.3,268.2,267.82,4908203,1.31E+14,3.63,972.3,992.05,972.30,990.35
18-11-2002,RELIANCE,EQ,268.2,268,276.8,267.1,271.4,271.85,273.67,6630375,1.81E+14,5.85,990.35,1000.30,989.05,996.85
20-11-2002,RELIANCE,EQ,271.85,272.5,277.9,271,273,273.45,274.98,7450726,2.05E+14,1.31,996.85,1007.20,992.30,1001.60
21-11-2002,RELIANCE,EQ,273.45,275.25,277,273.3,274.95,274.7,274.91,4353172,1.20E+14,-0.07,1001.8,1012.75,1001.80,1008.70
22-11-2002,RELIANCE,EQ,274.7,276.5,288.4,276.5,284.75,285.35,284.02,13556557,3.85E+14,9.11,1009.5,1026.00,1009.50,1020.10
25-11-2002,RELIANCE,EQ,285.35,284.5,291.7,281.75,286.1,286.55,288.33,9464779,2.73E+14,4.31,1020.9,1030.35,1017.50,1026.20
26-11-2002,RELIANCE,EQ,286.55,289.7,295.8,289.55,291.55,292.4,292.71,13852575,4.05E+14,4.38,1026.4,1040.45,1026.00,1036.10
27-11-2002,RELIANCE,EQ,292.4,291.5,292.95,286.15,288,287.3,289.11,7021521,2.03E+14,-3.6,1036.35,1042.20,1027.70,1031.10
28-11-2002,RELIANCE,EQ,287.3,290,292.95,289.15,291.3,290.8,290.59,7071612,2.05E+14,1.48,1031.25,1051.75,1031.25,1049.70
29-11-2002,RELIANCE,EQ,290.8,292.5,294.75,283.75,288.8,287.9,288.59,7928814,2.29E+14,-2,1049.55,1057.45,1040.95,1050.10
02-12-2002,RELIANCE,EQ,287.9,289.9,297.15,288,295.2,294.55,292.59,5907463,1.73E+14,4,1050.15,1070.15,1050.15,1067.90
03-12-2002,RELIANCE,EQ,294.55,297.95,301.75,289.5,290.9,291.35,296.45,7823413,2.32E+14,3.86,1067.7,1075.75,1051.80,1055.00
04-12-2002,RELIANCE,EQ,291.35,293,294.35,286.8,293,292.5,291.38,9168904,2.67E+14,-5.07,1055.75,1055.75,1034.10,1036.40
05-12-2002,RELIANCE,EQ,292.5,294.7,297.9,292.5,292.75,294.4,295.62,6537126,1.93E+14,4.24,1036.75,1052.45,1036.75,1045.90
06-12-2002,RELIANCE,EQ,294.4,295.1,299,293.05,296.75,296.15,295.89,3669736,1.09E+14,0.27,1047.55,1072.25,1047.55,1069.80
09-12-2002,RELIANCE,EQ,296.15,299,304.25,291.25,293,292.95,299.32,8159296,2.44E+14,3.43,1070.5,1085.75,1054.95,1058.60
10-12-2002,RELIANCE,EQ,292.95,290.9,294.25,288.1,293.75,293.35,291.26,4599603,1.34E+14,-8.06,1058.35,1066.10,1045.65,1063.70
11-12-2002,RELIANCE,EQ,293.35,294.9,296.9,290.6,293,292.65,293.96,4144766,1.22E+14,2.7,1064.1,1076.95,1062.30,1069.70
12-12-2002,RELIANCE,EQ,292.65,293,294.55,290.15,293.8,293.85,292.38,4006333,1.17E+14,-1.58,1069.95,1078.85,1066.80,1077.00
13-12-2002,RELIANCE,EQ,293.85,288,298.7,288,297.5,296.95,296.3,3790765,1.12E+14,3.92,1074.45,1087.35,1074.45,1086.20
16-12-2002,RELIANCE,EQ,296.95,302,302,295,296,295.7,298.32,6677302,1.99E+14,2.02,1089,1100.00,1075.55,1078.40
17-12-2002,RELIANCE,EQ,295.7,296.3,297.8,292.05,294.05,294.1,294.3,4945501,1.46E+14,-4.02,1078.7,1084.95,1069.00,1073.20
18-12-2002,RELIANCE,EQ,294.1,294.55,295.9,288.65,289.5,289.9,292.46,3553239,1.04E+14,-1.84,1073.2,1083.65,1072.85,1077.90
19-12-2002,RELIANCE,EQ,289.9,289.5,290.4,285.85,289.6,289.1,288.02,3871518,1.12E+14,-4.44,1077.85,1079.90,1070.50,1076.00
20-12-2002,RELIANCE,EQ,289.1,289,292.85,289,290.4,290.8,291.02,3651142,1.06E+14,3,1075.45,1084.95,1075.40,1079.30
23-12-2002,RELIANCE,EQ,290.8,291.95,292,288.55,289.25,289.65,289.99,2523244,7.32E+13,-1.03,1079.3,1082.60,1073.35,1076.00
24-12-2002,RELIANCE,EQ,289.65,289.25,292.25,282.2,291.9,291.55,290.09,3709924,1.08E+14,0.1,1075.95,1087.00,1072.65,1085.00
26-12-2002,RELIANCE,EQ,291.55,292.75,302.7,292.5,299.25,300.5,299.73,10948599,3.28E+14,9.64,1085.05,1100.40,1085.05,1094.80
27-12-2002,RELIANCE,EQ,300.5,302.5,306.4,297.2,297.75,298.9,302.73,10349750,3.13E+14,3,1095.65,1103.95,1095.60,1098.40
30-12-2002,RELIANCE,EQ,298.9,297,299.15,294.1,299.15,297.5,296.74,4170639,1.24E+14,-5.99,1095.8,1095.80,1084.35,1091.90
31-12-2002,RELIANCE,EQ,297.5,299.9,299.9,297.05,297.35,297.95,298.36,3793216,1.13E+14,1.62,1091.85,1100.10,1091.70,1093.50
01-01-2003,RELIANCE,EQ,297.95,300.8,301.5,297.1,297.5,297.8,298.83,3385535,1.01E+14,0.47,1093.6,1102.10,1093.60,1100.10
02-01-2003,RELIANCE,EQ,297.8,298.85,298.85,292.6,293,293.5,295.54,2866903,8.47E+13,-3.29,1100.55,1105.60,1091.20,1093.00
03-01-2003,RELIANCE,EQ,293.5,295.1,295.35,287.1,287.35,287.95,290.4,5194550,1.51E+14,-5.14,1094.45,1099.85,1087.30,1089.60
06-01-2003,RELIANCE,EQ,287.95,287.65,288.45,284.15,284.9,284.8,285.59,3468858,9.91E+13,-4.81,1089.75,1093.05,1081.25,1084.30
07-01-2003,RELIANCE,EQ,284.8,286.05,287.6,284.3,285.2,285.05,285.84,2710431,7.75E+13,0.25,1084.4,1089.85,1078.95,1081.80
08-01-2003,RELIANCE,EQ,285.05,285.35,290.9,285.15,290.7,288.95,287.05,2567185,7.37E+13,1.21,1082.4,1091.45,1082.30,1089.30
09-01-2003,RELIANCE,EQ,288.95,290.5,297.9,290.25,297.5,296.35,293.65,5705715,1.68E+14,6.6,1089.75,1099.15,1087.75,1097.30
10-01-2003,RELIANCE,EQ,296.35,298.8,299,292,297,297.05,295.73,4377033,1.29E+14,2.08,1097.6,1103.25,1077.40,1080.20
13-01-2003,RELIANCE,EQ,297.05,297,297.3,294.5,295.25,295.25,295.77,2639730,7.81E+13,0.04,1080.25,1080.40,1070.75,1073.70
14-01-2003,RELIANCE,EQ,295.25,292.9,295,291.5,294.8,294.5,293.47,2871917,8.43E+13,-2.3,1072.7,1080.80,1070.30,1078.90
15-01-2003,RELIANCE,EQ,294.5,292,293.5,287.4,291.55,290.8,290.11,3966366,1.15E+14,-3.36,1077.9,1087.50,1077.80,1085.00
16-01-2003,RELIANCE,EQ,290.8,290.8,292.95,288.35,292,291.45,290.88,2460285,7.16E+13,0.77,1085.05,1091.35,1083.95,1088.30
17-01-2003,RELIANCE,EQ,291.45,292.5,293.75,290.6,293,292.35,292.31,1888939,5.52E+13,1.43,1089.3,1090.25,1083.20,1086.50
20-01-2003,RELIANCE,EQ,292.35,292.55,293.95,288.75,289.25,289.85,291.51,1480731,4.32E+13,-0.8,1086.25,1087.00,1074.20,1076.30
21-01-2003,RELIANCE,EQ,289.85,290,293,288,292.2,292.1,290.71,1862633,5.41E+13,-0.8,1076.3,1080.50,1074.10,1077.90
22-01-2003,RELIANCE,EQ,292.1,292.5,297.5,291.3,296,296.05,295.59,3875298,1.15E+14,4.88,1078.45,1086.20,1073.60,1082.90
23-01-2003,RELIANCE,EQ,296.05,297,300,291.6,292.2,292.7,296.04,3283681,9.72E+13,0.45,1081.4,1083.15,1069.05,1070.90
24-01-2003,RELIANCE,EQ,292.7,293.4,293.4,281.25,282.8,282.65,285.86,4079518,1.17E+14,-10.18,1070.6,1075.20,1053.40,1056.00
27-01-2003,RELIANCE,EQ,282.65,282.25,284.9,270.4,273.9,273.35,275.19,4880373,1.34E+14,-10.67,1057.8,1059.35,1030.35,1037.60
28-01-2003,RELIANCE,EQ,273.35,270.35,279.7,269.3,279.2,278.65,274.33,5259578,1.44E+14,-0.86,1036.35,1047.95,1026.75,1046.20
29-01-2003,RELIANCE,EQ,278.65,310,310,271.35,272.3,273.15,276.01,3102893,8.56E+13,1.68,1059.8,1059.80,1033.30,1037.20
